model,response,phoneme,AIC,BIC,logLik,LRT_stat,LRT_p,ICC,R2_marginal,R2_conditional,fe_Intercept,fe_L2,fe_Male,fe_L2:Male,representation
full,PC1,ɛ,2982.686957134765,3005.782905814446,-1485.3434785673826,2.2814109172923054,0.13093271432828618,0.01266133574095049,0.022011164633756707,0.023596107321984604,27.668089509010397,1.228471516669567,-2.726348780814314,6.947317888632289,xlsr_layer3
extended,PC1,ɛ,2982.686957134765,3005.782905814446,-1485.3434785673826,,,0.01266133574095049,0.022011164633756707,0.023596107321984604,27.668089509010397,1.228471516669567,-2.726348780814314,6.947317888632289,xlsr_layer3
intercept_only,PC1,i,12888.218348438304,12904.822636409417,-6441.109174219152,,,0.3413726635078501,6.068825959569498e-31,0.3413726635078501,48.958244143951646,,,,xlsr_layer3
main,PC1,i,12887.93815231537,12915.611965600558,-6438.969076157685,4.280196122934285,0.11764330618092504,0.3413726635078501,0.07008394575481218,0.3412940076781568,46.1533015442697,0.6577242387957293,5.190319732267896,,xlsr_layer3
full,PC1,i,12889.168917101795,12922.37749304402,-6438.584458550898,0.769235213574575,0.3804537491442228,0.3413726635078501,0.07938296703116936,0.34004261827863125,48.005102232391785,-1.6576227255028135,2.8092479213496264,4.7011902696960615,xlsr_layer3
extended,PC1,i,12889.168917101795,12922.37749304402,-6438.584458550898,,,0.3413726635078501,0.07938296703116936,0.34004261827863125,48.005102232391785,-1.6576227255028135,2.8092479213496264,4.7011902696960615,xlsr_layer3
intercept_only,PC1,o,710.7195785161516,718.9281738613352,-352.3597892580758,,,0.4618343633893077,7.3023099189065195e-31,0.4618343633893077,15.838118739295432,,,,xlsr_layer3
main,PC1,o,713.7349660639736,727.4159583059461,-351.8674830319868,0.9846124521779984,0.6112151671411393,0.4618343633893077,0.027853147615490927,0.46183581693989567,18.10626839220246,-2.265108364568641,-2.271528862171898,,xlsr_layer3
full,PC1,o,715.4858085063486,731.9029991967155,-351.7429042531743,0.24915755762503977,0.6176688926139031,0.4618343633893077,0.03467551102929048,0.461836604938361,17.10925292968751,-1.0188390364249638,-0.9896518389383996,-2.5281463513771567,xlsr_layer3
extended,PC1,o,715.4858085063486,731.9029991967155,-351.7429042531743,,,0.4618343633893077,0.03467551102929048,0.461836604938361,17.10925292968751,-1.0188390364249638,-0.9896518389383996,-2.5281463513771567,xlsr_layer3
intercept_only,PC1,u,5569.104446047856,5582.812890309099,-2781.552223023928,,,0.08490925907597234,2.0978557853023497e-32,0.08490925907597234,12.577310814545834,,,,xlsr_layer3
main,PC1,u,5564.3566670638675,5587.204074165939,-2777.1783335319337,8.74777898398861,0.012602129240070046,0.08490925907597234,0.04016348769559734,0.08434887398143161,11.694648689322023,3.4561170862516613,-2.0384000520488588,,xlsr_layer3
full,PC1,u,5566.198053575949,5593.614942098435,-2777.0990267879747,0.1586134879180463,0.690436265692981,0.08490925907597234,0.040578507233314326,0.08419745322838212,12.26466333284646,2.746580772442564,-2.7725486745996593,1.4432446138718271,xlsr_layer3
extended,PC1,u,5566.198053575949,5593.614942098435,-2777.0990267879747,,,0.08490925907597234,0.040578507233314326,0.08419745322838212,12.26466333284646,2.746580772442564,-2.7725486745996593,1.4432446138718271,xlsr_layer3
intercept_only,PC1,y,4655.912534291951,4668.776109972436,-2324.9562671459753,,,0.049655017290670365,5.967816694687036e-31,0.049655017290670365,34.35452456277058,,,,xlsr_layer3
main,PC1,y,4652.514193544715,4673.953486345525,-2321.2570967723577,7.398340747235125,0.024744046270873083,0.049655017290670365,0.02716765564209731,0.04387471364108268,37.15640331817428,0.3747259384920412,-5.842745697376696,,xlsr_layer3
full,PC1,y,4651.633383094151,4677.3605344551215,-2319.8166915470756,2.8808104505642405,0.08964089463576635,0.049655017290670365,0.03510293867949923,0.044706536974330385,40.0924645304681,-3.3097415690312926,-9.611571231599175,7.444070158197195,xlsr_layer3
extended,PC1,y,4651.633383094151,4677.3605344551215,-2319.8166915470756,,,0.049655017290670365,0.03510293867949923,0.044706536974330385,40.0924645304681,-3.3097415690312926,-9.611571231599175,7.444070158197195,xlsr_layer3
intercept_only,PC1,ø,1609.1360273538521,1619.4240642407153,-801.5680136769261,,,0.4179789444128746,5.356137809893436e-31,0.4179789444128746,32.976988867851404,,,,xlsr_layer3
main,PC1,ø,1611.490645100539,1628.6373732453112,-800.7453225502695,1.6453822533130733,0.4392479905493458,0.4179789444128746,0.039305388265928144,0.4183397203537568,36.99600987049262,-4.599282484046895,-3.3716699391758236,,xlsr_layer3
full,PC1,ø,1610.5832013291588,1631.1592751028854,-799.2916006645794,2.907443771380258,0.08817152370316966,0.4179789444128746,0.09931289011768513,0.41774800507426707,41.628255764643455,-10.392774170260047,-9.327414660226852,11.728517070464527,xlsr_layer3
extended,PC1,ø,1610.5832013291588,1631.1592751028854,-799.2916006645794,,,0.4179789444128746,0.09931289011768513,0.41774800507426707,41.628255764643455,-10.392774170260047,-9.327414660226852,11.728517070464527,xlsr_layer3
intercept_only,PC1,ə,958.4837837501983,966.7703055545916,-476.24189187509916,,,0.35683281316213405,0.0,0.35683281316213405,0.9418390750500374,,,,xlsr_layer3
main,PC1,ə,961.4530258989977,975.2638955729865,-475.72651294949884,1.030757851200633,0.5972742292372599,0.35683281316213405,0.02152008807505423,0.36605530381137646,-3.7442105054559294,3.632166515832075,7.7459516234387635,,xlsr_layer3
full,PC1,ə,960.8914404793217,977.4644840881082,-474.44572023966083,2.561585419676021,0.10948873390757519,0.35683281316213405,0.05545884496625287,0.32177131785678326,2.672101524334095,-4.588442999333323,-4.809193578204997,23.8687121503264,xlsr_layer3
extended,PC1,ə,960.8914404793217,977.4644840881082,-474.44572023966083,,,0.35683281316213405,0.05545884496625287,0.32177131785678326,2.672101524334095,-4.588442999333323,-4.809193578204997,23.8687121503264,xlsr_layer3
intercept_only,PC2,a,23478.958048174896,23497.07455244826,-11736.479024087448,,,0.12466278489130762,3.951721344163532e-31,0.12466278489130762,26.8148004328576,,,,xlsr_layer3
main,PC2,a,23480.778379460633,23510.972553249572,-11735.389189730317,2.1796687142632436,0.3362721901838818,0.12466278489130762,0.01323991524762278,0.12387932321115112,29.560978565492487,-3.282685683275808,-2.144889683767753,,xlsr_layer3
full,PC2,a,23481.502331759923,23517.735340306648,-11734.751165879961,1.2760477007104782,0.2586351938565046,0.12466278489130762,0.020726562410705283,0.12386505925014105,31.46360945898389,-5.6561174299209505,-4.591921583456173,4.821227540281032,xlsr_layer3
extended,PC2,a,23481.502331759923,23517.735340306648,-11734.751165879961,,,0.12466278489130762,0.020726562410705283,0.12386505925014105,31.46360945898389,-5.6561174299209505,-4.591921583456173,4.821227540281032,xlsr_layer3
intercept_only,PC2,ɑ,6772.008949638381,6786.7531423165365,-3383.0044748191904,,,0.5415016513470119,2.055913000911456e-30,0.5415016513470119,43.439311589044586,,,,xlsr_layer3
main,PC2,ɑ,6756.688962263146,6781.262616726739,-3373.344481131573,19.319987375234632,6.378492456514199e-05,0.5415016513470119,0.3263173068096657,0.508584572496878,39.53770011843264,-1.7350832636884312,10.343142639230301,,xlsr_layer3
full,PC2,ɑ,6757.980050248518,6787.468435604829,-3372.990025124259,0.7089120146283676,0.39980523342897256,0.5415016513470119,0.32414464318044806,0.502307784842171,41.0785615265641,-3.6979420692133447,8.362174549376297,3.9408547388486803,xlsr_layer3
extended,PC2,ɑ,6757.980050248518,6787.468435604829,-3372.990025124259,,,0.5415016513470119,0.32414464318044806,0.502307784842171,41.0785615265641,-3.6979420692133447,8.362174549376297,3.9408547388486803,xlsr_layer3
intercept_only,PC2,e,1718.4069552321123,1728.8613460325842,-856.2034776160561,,,0.2075350330293097,3.5394033903856893e-31,0.2075350330293097,15.201885984200834,,,,xlsr_layer3
main,PC2,e,1718.0744181496063,1735.4984028170595,-854.0372090748032,4.332537082505951,0.1146044618600579,0.2075350330293097,0.05515238307779274,0.2076293362048468,14.395983379068836,-1.374317808429076,3.2651519588606424,,xlsr_layer3
full,PC2,e,1718.1601892777742,1739.0689708787181,-853.0800946388871,1.9142288718321652,0.16649426442230736,0.2075350330293097,0.07644745370072052,0.20808611279253914,16.914249022801716,-4.502686363674373,0.028198638207825713,6.339896967722789,xlsr_layer3
extended,PC2,e,1718.1601892777742,1739.0689708787181,-853.0800946388871,,,0.2075350330293097,0.07644745370072052,0.20808611279253914,16.914249022801716,-4.502686363674373,0.028198638207825713,6.339896967722789,xlsr_layer3
intercept_only,PC2,ɛ,2462.001610767772,2473.5495851076125,-1228.000805383886,,,0.10892040557846872,0.0,0.10892040557846872,19.536073888968357,,,,xlsr_layer3
main,PC2,ɛ,2453.623559899994,2472.8701837997282,-1221.811779949997,12.378050867778256,0.002051825418720751,0.10892040557846872,0.0748129878990925,0.10852416666647369,19.582394867861254,-2.549508862565528,2.765561156805792,,xlsr_layer3
full,PC2,ɛ,2455.6198251513997,2478.7157738310807,-1221.8099125756999,0.00373474859406997,0.9512695429298265,0.10892040557846872,0.07482636954110163,0.10856980661312224,19.51444625854493,-2.4645077012396137,2.852925149181104,-0.1670164506212887,xlsr_layer3
extended,PC2,ɛ,2455.6198251513997,2478.7157738310807,-1221.8099125756999,,,0.10892040557846872,0.07482636954110163,0.10856980661312224,19.51444625854493,-2.4645077012396137,2.852925149181104,-0.1670164506212887,xlsr_layer3
intercept_only,PC2,i,13564.275861268166,13580.88014923928,-6779.137930634083,,,0.1567530463948624,3.3503253570428954e-32,0.1567530463948624,-7.754884076160212,,,,xlsr_layer3
main,PC2,i,13567.474255118725,13595.148068403912,-6778.737127559362,0.8016061494417954,0.6697819450483269,0.1567530463948624,0.006836655544991347,0.15671237627440432,-8.681334851295027,1.665752942560736,0.10718443139879402,,xlsr_layer3
full,PC2,i,13569.463214977388,13602.671790919612,-6778.731607488694,0.011040141336707165,0.916318616065632,0.1567530463948624,0.006950664194959232,0.15673348313289578,-8.861177308466827,1.8906707692937283,0.338442119111654,-0.45720083282595736,xlsr_layer3
extended,PC2,i,13569.463214977388,13602.671790919612,-6778.731607488694,,,0.1567530463948624,0.006950664194959232,0.15673348313289578,-8.861177308466827,1.8906707692937283,0.338442119111654,-0.45720083282595736,xlsr_layer3
intercept_only,PC2,o,698.9186953710721,707.1272907162556,-346.45934768553604,,,0.3758398509891403,3.979329097602751e-31,0.3758398509891403,28.646777705142373,,,,xlsr_layer3
main,PC2,o,694.5017253934855,708.182717635458,-342.25086269674273,8.416969977586632,0.014868877799235125,0.3758398509891403,0.17174090360740746,0.375841989946833,24.32985010057546,3.0551366022495143,5.7189176071417736,,xlsr_layer3
full,PC2,o,692.4080261930424,708.8252168834093,-340.2040130965212,4.093699200443098,0.04304333937123726,0.3758398509891403,0.2314644167722469,0.3758427673845689,26.99388869603468,-0.27491164207451657,2.2937251272656423,6.7552407242002275,xlsr_layer3
extended,PC2,o,692.4080261930424,708.8252168834093,-340.2040130965212,,,0.3758398509891403,0.2314644167722469,0.3758427673845689,26.99388869603468,-0.27491164207451657,2.2937251272656423,6.7552407242002275,xlsr_layer3
intercept_only,PC2,u,5346.444808672707,5360.15325293395,-2670.2224043363535,,,0.1308148571199477,4.402723078077334e-31,0.1308148571199477,18.78072425788612,,,,xlsr_layer3
main,PC2,u,5349.853085611575,5372.700492713647,-2669.9265428057874,0.5917230611321429,0.7438904269752397,0.1308148571199477,0.004726909437091697,0.13067261704109537,18.887977316462077,-0.8893707572177039,0.769847626982886,,xlsr_layer3
full,PC2,u,5351.057851829651,5378.474740352136,-2669.5289259148253,0.795233781924253,0.3725222218346971,0.1308148571199477,0.010526181603895875,0.1304169648883455,17.26325096348706,1.1365094331154955,2.860338703825853,-4.116543295676225,xlsr_layer3
extended,PC2,u,5351.057851829651,5378.474740352136,-2669.5289259148253,,,0.1308148571199477,0.010526181603895875,0.1304169648883455,17.26325096348706,1.1365094331154955,2.860338703825853,-4.116543295676225,xlsr_layer3
intercept_only,PC2,y,4211.717062996731,4224.5806386772165,-2102.8585314983657,,,0.06001584042528036,1.3219382076957874e-33,0.06001584042528036,2.526154339941093,,,,xlsr_layer3
main,PC2,y,4215.242615360688,4236.681908161498,-2102.621307680344,0.4744476360428962,0.7888147173091762,0.06001584042528036,0.002353735920712504,0.05902916712934018,1.6130789603842597,1.3726086315903865,0.44745074649869926,,xlsr_layer3
full,PC2,y,4215.589166472693,4241.316317833664,-2101.7945832363466,1.6534488879951823,0.19849016830206997,0.06001584042528036,0.010219802945430291,0.05948345448252096,3.633396311849351,-1.172185152365601,-2.1463221244683943,5.14323445715835,xlsr_layer3
extended,PC2,y,4215.589166472693,4241.316317833664,-2101.7945832363466,,,0.06001584042528036,0.010219802945430291,0.05948345448252096,3.633396311849351,-1.172185152365601,-2.1463221244683943,5.14323445715835,xlsr_layer3
intercept_only,PC2,ø,1462.2121990855676,1472.5002359724308,-728.1060995427838,,,0.45834538017823445,9.613016367693309e-31,0.45834538017823445,17.919950224844776,,,,xlsr_layer3
main,PC2,ø,1456.4798058781125,1473.6265340228847,-723.2399029390563,9.732393207455061,0.007702605708032356,0.45834538017823445,0.201241018375927,0.4582137563010827,16.884621999522032,-2.3906437800429017,4.843256496710468,,xlsr_layer3
full,PC2,ø,1457.6963692410109,1478.2724430147375,-722.8481846205054,0.7834366371016586,0.37609215045396005,0.45834538017823445,0.21369341947330925,0.45826164690653115,18.435135404268866,-4.329242558249648,2.849739262035958,3.9245044850064654,xlsr_layer3
extended,PC2,ø,1457.6963692410109,1478.2724430147375,-722.8481846205054,,,0.45834538017823445,0.21369341947330925,0.45826164690653115,18.435135404268866,-4.329242558249648,2.849739262035958,3.9245044850064654,xlsr_layer3
intercept_only,PC2,ə,921.9916206160996,930.2781424204928,-457.9958103080498,,,0.4868036475677599,7.581598736268514e-33,0.4868036475677599,2.383550368074028,,,,xlsr_layer3
main,PC2,ə,924.1786539742551,937.9895236482439,-457.08932698712755,1.8129666418444685,0.4039422644857714,0.4868036475677599,0.04325630355780969,0.4588459297494834,-3.3209650070128993,3.7940028461773876,10.193463500164256,,xlsr_layer3
full,PC2,ə,926.0752346585583,942.6482782673448,-457.03761732927916,0.10341931569678309,0.7477642775922639,0.4868036475677599,0.039499095584545514,0.4507872767826997,-1.9935269997660086,2.062411086105605,7.7904517287787485,4.653437938923286,xlsr_layer3
extended,PC2,ə,926.0752346585583,942.6482782673448,-457.03761732927916,,,0.4868036475677599,0.039499095584545514,0.4507872767826997,-1.9935269997660086,2.062411086105605,7.7904517287787485,4.653437938923286,xlsr_layer3
intercept_only,PC3,a,26325.652381982294,26343.768886255657,-13159.826190991147,,,0.13869017145330167,0.0,0.13869017145330167,-16.379088848552925,,,,xlsr_layer3
main,PC3,a,26310.441785280866,26340.635959069805,-13150.220892640433,19.210596701428585,6.737083487290228e-05,0.13869017145330167,0.08985654234669568,0.13574864099557105,-18.95605976633238,-3.0259643038826276,8.803473293230677,,xlsr_layer3
full,PC3,a,26312.267393004444,26348.50040155117,-13150.133696502222,0.17439227642171318,0.6762373935355552,0.13869017145330167,0.09075898442803892,0.13612996633918498,-18.199390414347842,-3.969123146259633,7.829872584645137,1.9173548371654228,xlsr_layer3
extended,PC3,a,26312.267393004444,26348.50040155117,-13150.133696502222,,,0.13869017145330167,0.09075898442803892,0.13612996633918498,-18.199390414347842,-3.969123146259633,7.829872584645137,1.9173548371654228,xlsr_layer3
intercept_only,PC3,ɑ,6692.429300256588,6707.173492934744,-3343.214650128294,,,0.7755808026878342,1.7356647692098388e-32,0.7755808026878342,-11.504373434104075,,,,xlsr_layer3
main,PC3,ɑ,6683.473058725642,6708.046713189235,-3336.736529362821,12.9562415309465,0.0015366957793512743,0.7755808026878342,0.3555322436737741,0.7642116048807522,-12.71278825089059,-7.693705681918535,11.0894188899196,,xlsr_layer3
full,PC3,ɑ,6683.474156153199,6712.962541509511,-3335.7370780765996,1.9989025724426028,0.15741314153651265,0.7755808026878342,0.37263286651851985,0.7548192768262135,-7.549070899974837,-14.169085699614953,4.45143500084056,13.111455201746844,xlsr_layer3
extended,PC3,ɑ,6683.474156153199,6712.962541509511,-3335.7370780765996,,,0.7755808026878342,0.37263286651851985,0.7548192768262135,-7.549070899974837,-14.169085699614953,4.45143500084056,13.111455201746844,xlsr_layer3
intercept_only,PC3,e,1793.3447067277295,1803.7990975282014,-893.6723533638648,,,0.21637450264308183,1.1434927618248637e-31,0.21637450264308183,-19.666296441375174,,,,xlsr_layer3
main,PC3,e,1797.1341075572411,1814.5580922246943,-893.5670537786206,0.2105991704884218,0.9000548390429197,0.21637450264308183,0.003061432928295046,0.21690356760507798,-20.159952870793575,1.0687351526467843,-0.15683216900838678,,xlsr_layer3
full,PC3,e,1797.7642600070528,1818.6730416079968,-892.8821300035264,1.3698475501882967,0.24183807841409558,0.21637450264308183,0.021954033471567838,0.21759953217720526,-23.00760066509251,4.603414760425233,3.503322527628682,-7.167798040280643,xlsr_layer3
extended,PC3,e,1797.7642600070528,1818.6730416079968,-892.8821300035264,,,0.21637450264308183,0.021954033471567838,0.21759953217720526,-23.00760066509251,4.603414760425233,3.503322527628682,-7.167798040280643,xlsr_layer3
intercept_only,PC3,ɛ,2493.5525313165463,2505.1005056563868,-1243.7762656582731,,,0.26963631361939666,0.0,0.26963631361939666,-26.668268858526098,,,,xlsr_layer3
main,PC3,ɛ,2492.238151677774,2511.4847755775086,-1241.119075838887,5.314379638772152,0.07014506533485988,0.26963631361939666,0.07849490111876704,0.27131663175650295,-31.879366401407353,6.4880349740779835,3.779019127978515,,xlsr_layer3
full,PC3,ɛ,2494.2374167463504,2517.3333654260314,-1241.1187083731752,0.0007349314237217186,0.9783723030025521,0.26963631361939666,0.07858651675951911,0.27137690276233667,-31.82296665509536,6.41751766369798,3.7065034602141713,0.14178619585203045,xlsr_layer3
extended,PC3,ɛ,2494.2374167463504,2517.3333654260314,-1241.1187083731752,,,0.26963631361939666,0.07858651675951911,0.27137690276233667,-31.82296665509536,6.41751766369798,3.7065034602141713,0.14178619585203045,xlsr_layer3
intercept_only,PC3,i,13386.833988993172,13403.438276964285,-6690.416994496586,,,0.3198918272696954,0.0,0.3198918272696954,4.695200956510862,,,,xlsr_layer3
main,PC3,i,13387.917709126194,13415.591522411381,-6688.958854563097,2.9162798669785843,0.2326686516472041,0.3198918272696954,0.04674822954755055,0.3200930175857281,4.1887834761619684,2.8630255077363755,-2.1097653359595605,,xlsr_layer3
full,PC3,i,13389.59490561105,13422.803481553274,-6688.797452805525,0.32280351514418726,0.5699276861452154,0.3198918272696954,0.051279404879558184,0.31993414048109925,2.8256172102637676,4.567409966474877,-0.3569691217550042,-3.4607208060719694,xlsr_layer3
extended,PC3,i,13389.59490561105,13422.803481553274,-6688.797452805525,,,0.3198918272696954,0.051279404879558184,0.31993414048109925,2.8256172102637676,4.567409966474877,-0.3569691217550042,-3.4607208060719694,xlsr_layer3
intercept_only,PC3,o,743.3149798987411,751.5235752439246,-368.65748994937053,,,0.7721471554920272,1.7862572564537324e-32,0.7721471554920272,3.9025883356011204,,,,xlsr_layer3
main,PC3,o,743.917916241902,757.5989084838745,-366.958958120951,3.397063656839009,0.18295193179707142,0.7721471554920272,0.132634378247309,0.7721491882128222,1.0476250257561681,-0.7221960811372963,6.829584855380799,,xlsr_layer3
full,PC3,o,745.1613815110866,761.5785722014535,-366.5806907555433,0.7565347308154742,0.38441515010509064,0.7721471554920272,0.15908038746886632,0.7721492872281196,4.185337702743721,-4.644336927371734,2.7953828421110734,7.9563428595041445,xlsr_layer3
extended,PC3,o,745.1613815110866,761.5785722014535,-366.5806907555433,,,0.7721471554920272,0.15908038746886632,0.7721492872281196,4.185337702743721,-4.644336927371734,2.7953828421110734,7.9563428595041445,xlsr_layer3
intercept_only,PC3,u,5439.881469233188,5453.589913494431,-2716.940734616594,,,0.258303601565832,0.0,0.258303601565832,18.747380421478876,,,,xlsr_layer3
main,PC3,u,5435.952747234777,5458.800154336849,-2712.9763736173886,7.928721998410765,0.01898016107625608,0.258303601565832,0.09521456600863042,0.29218696347195183,16.38389074949794,-1.5547980459156194,6.7389444735471615,,xlsr_layer3
full,PC3,u,5437.7980556698085,5465.214944192294,-2712.8990278349042,0.15469156496874348,0.6940916515108789,0.258303601565832,0.09705072629000164,0.2923819859520279,17.2988229135682,-2.697193289771997,5.562101739872334,2.319284739776323,xlsr_layer3
extended,PC3,u,5437.7980556698085,5465.214944192294,-2712.8990278349042,,,0.258303601565832,0.09705072629000164,0.2923819859520279,17.2988229135682,-2.697193289771997,5.562101739872334,2.319284739776323,xlsr_layer3
intercept_only,PC3,y,3898.9887665028987,3911.852342183384,-1946.4943832514493,,,0.24061555069407695,0.0,0.24061555069407695,-7.440953164313337,,,,xlsr_layer3
main,PC3,y,3895.186160269813,3916.625453070622,-1942.5930801349066,7.802606233085498,0.02021555105520327,0.24061555069407695,0.09407814682607157,0.24346722435414384,-13.712492346214672,7.144120900471959,5.348497134972382,,xlsr_layer3
full,PC3,y,3896.766967290609,3922.49411865158,-1942.3834836453045,0.41919297920412646,0.5173400068421736,0.24061555069407695,0.09782698202842274,0.24320222489117346,-14.898991249998398,8.642407730241143,6.873184811352614,-3.0230337262124776,xlsr_layer3
extended,PC3,y,3896.766967290609,3922.49411865158,-1942.3834836453045,,,0.24061555069407695,0.09782698202842274,0.24320222489117346,-14.898991249998398,8.642407730241143,6.873184811352614,-3.0230337262124776,xlsr_layer3
intercept_only,PC3,ø,1526.5653097939717,1536.8533466808349,-760.2826548969858,,,0.6531179881700502,1.2353527864188884e-31,0.6531179881700502,-16.227966935893175,,,,xlsr_layer3
main,PC3,ø,1529.1788303780386,1546.3255585228108,-759.5894151890193,1.3864794159330813,0.49995373843696667,0.6531179881700502,0.04799150520313873,0.6530944383137502,-18.088209230338254,-0.29821427167277215,4.256385761742415,,xlsr_layer3
full,PC3,ø,1530.3881754701315,1550.9642492438581,-759.1940877350658,0.7906549079070828,0.3739021691858839,0.6531179881700502,0.07381851584467491,0.6530894714326291,-21.234334111213727,3.6346274554640514,8.301403465725189,-7.972390640852906,xlsr_layer3
extended,PC3,ø,1530.3881754701315,1550.9642492438581,-759.1940877350658,,,0.6531179881700502,0.07381851584467491,0.6530894714326291,-21.234334111213727,3.6346274554640514,8.301403465725189,-7.972390640852906,xlsr_layer3
intercept_only,PC3,ə,925.7779103938554,934.0644321982487,-459.8889551969277,,,0.24919827274032497,7.04424192314259e-32,0.24919827274032497,-12.611393121095801,,,,xlsr_layer3
main,PC3,ə,929.5947795143574,943.4056491883462,-459.7973897571787,0.18313087949809415,0.9125016003224079,0.24919827274032497,0.004983469175070577,0.2523544611204118,-14.4366880084708,2.3706591978367326,0.9701547650378308,,xlsr_layer3
full,PC3,ə,928.2690095482166,944.8420531570031,-458.1345047741083,3.325769966140797,0.06820207239866598,0.24919827274032497,0.07475247463452998,0.24983338836903973,-19.13377076737579,8.580828641686784,11.042231478658767,-20.344057369838346,xlsr_layer3
extended,PC3,ə,928.2690095482166,944.8420531570031,-458.1345047741083,,,0.24919827274032497,0.07475247463452998,0.24983338836903973,-19.13377076737579,8.580828641686784,11.042231478658767,-20.344057369838346,xlsr_layer3
intercept_only,PC4,a,22341.63559112124,22359.752095394604,-11167.81779556062,,,0.2385371793767475,1.2462964467562336e-31,0.2385371793767475,17.249868686584264,,,,xlsr_layer3
main,PC4,a,22336.794208877163,22366.988382666103,-11163.397104438582,8.841382244077977,0.012025918034981053,0.2385371793767475,0.09002412423893782,0.22362387285045068,12.84671265477697,2.034155308477712,7.045205619806936,,xlsr_layer3
full,PC4,a,22338.296301786726,22374.52931033345,-11163.148150893363,0.4979070904373657,0.48042117476835766,0.2385371793767475,0.0905586809452494,0.23542166606693976,11.785073870471791,3.3595686429916136,8.410234975270086,-2.690359511324343,xlsr_layer3
extended,PC4,a,22338.296301786726,22374.52931033345,-11163.148150893363,,,0.2385371793767475,0.0905586809452494,0.23542166606693976,11.785073870471791,3.3595686429916136,8.410234975270086,-2.690359511324343,xlsr_layer3
intercept_only,PC4,ɑ,5860.760788308271,5875.504980986427,-2927.3803941541355,,,0.5022609816004934,0.0,0.5022609816004934,9.688500905858874,,,,xlsr_layer3
main,PC4,ɑ,5857.985010433393,5882.558664896986,-2923.9925052166964,6.7757778748782584,0.033779913191029645,0.5022609816004934,0.14658458951854939,0.49572392561277057,8.02795453128243,-0.8548585890171804,4.283615456195524,,xlsr_layer3
full,PC4,ɑ,5858.260433351796,5887.748818708107,-2923.130216675898,1.72457708159709,0.1891049386222168,0.5022609816004934,0.16597701277441906,0.48669715118547985,10.062384479863898,-3.461228705734483,1.6684759837647665,5.219396168073886,xlsr_layer3
extended,PC4,ɑ,5858.260433351796,5887.748818708107,-2923.130216675898,,,0.5022609816004934,0.16597701277441906,0.48669715118547985,10.062384479863898,-3.461228705734483,1.6684759837647665,5.219396168073886,xlsr_layer3
intercept_only,PC4,e,1684.6375567998805,1695.0919476003523,-839.3187783999402,,,0.54796245040266,0.0,0.54796245040266,-0.171412294004096,,,,xlsr_layer3
main,PC4,e,1671.9211049816847,1689.345089649138,-830.9605524908424,16.716451818195765,0.00023445991822569065,0.54796245040266,0.3397417806432708,0.5455844333702036,-7.988818529848732,2.6163752678833694,13.608373082287047,,xlsr_layer3
full,PC4,e,1668.828006544036,1689.73678814498,-828.414003272018,5.093098437648678,0.02402123682921804,0.54796245040266,0.3920605375818633,0.5424287364115064,-12.855872174104059,8.672395532442605,19.862868050584897,-12.267828995741349,xlsr_layer3
extended,PC4,e,1668.828006544036,1689.73678814498,-828.414003272018,,,0.54796245040266,0.3920605375818633,0.5424287364115064,-12.855872174104059,8.672395532442605,19.862868050584897,-12.267828995741349,xlsr_layer3
intercept_only,PC4,ɛ,2675.790107650372,2687.3380819902127,-1334.895053825186,,,0.3561784833072336,0.0,0.3561784833072336,8.444884205753707,,,,xlsr_layer3
main,PC4,ɛ,2662.803527075097,2682.0501509748315,-1326.4017635375485,16.986580575275184,0.00020483817359987346,0.3561784833072336,0.22941724183332277,0.35442731570831104,5.86567502566901,-4.067715366891877,9.965684241264857,,xlsr_layer3
full,PC4,ɛ,2663.5693982407165,2686.6653469203975,-1325.7846991203583,1.234128834380499,0.2666055781919869,0.3561784833072336,0.23880794536826497,0.35427922024235853,3.27531654470495,-0.8285775858043217,13.29602770832932,-6.483485174571652,xlsr_layer3
extended,PC4,ɛ,2663.5693982407165,2686.6653469203975,-1325.7846991203583,,,0.3561784833072336,0.23880794536826497,0.35427922024235853,3.27531654470495,-0.8285775858043217,13.29602770832932,-6.483485174571652,xlsr_layer3
random_slope,PC4,ɛ,2667.291630079728,2698.086228319303,-1325.645815039864,0.2777681609886713,0.870328910708123,0.3561784833072336,0.24539103555621922,0.3363126735098166,3.275316544704971,-0.8288995080832061,13.295184672211665,-6.50919785575776,xlsr_layer3
intercept_only,PC4,i,12721.429638376989,12738.033926348102,-6357.714819188494,,,0.4233393095826107,0.0,0.4233393095826107,-12.591550380728572,,,,xlsr_layer3
main,PC4,i,12713.684204228974,12741.358017514161,-6351.842102114487,11.745434148015192,0.0028152137887406457,0.4233393095826107,0.19844677008094183,0.4236871938353647,-14.972337089864245,-1.8508359187522831,7.08361707364143,,xlsr_layer3
full,PC4,i,12713.231861494523,12746.440437436748,-6350.615930747262,2.4523427344502124,0.11734960872497854,0.4233393095826107,0.2286349965047323,0.425228740694541,-17.983296764703322,1.9140133905803565,10.955314998060217,-7.644058353757312,xlsr_layer3
extended,PC4,i,12713.231861494523,12746.440437436748,-6350.615930747262,,,0.4233393095826107,0.2286349965047323,0.425228740694541,-17.983296764703322,1.9140133905803565,10.955314998060217,-7.644058353757312,xlsr_layer3
intercept_only,PC4,o,688.8912883483738,697.0998836935573,-341.4456441741869,,,0.700841104227352,6.341318989267256e-32,0.700841104227352,-9.081751185224233,,,,xlsr_layer3
